Title,Author,ID,Date_updated,Rating,Pairing,Warning,Complete,Language,Word_count,Num_chapters,Num_comments,Num_kudos,Num_bookmarks,Num_hits
Bruises Make for Better Conversation,Beatles_and_Bellarke,24053842,07 May 2020,Teen And Up Audiences,"F/M, Gen, M/M, Multi",Graphic Depictions Of Violence,Complete Work,English,"2,048",1,3,66,2,1055
"It’s Not Complicated, It’s Political",pornbot,24053875,07 May 2020,Explicit,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"3,861",1,4,85,8,2453
the way that you know (what I thought I knew),RenderedReversed,24054133,07 May 2020,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"1,269",1,52,1368,191,8866
Between the Shadow and the Soul,ChasingChapters,24054292,15 May 2020,Mature,F/M,Choose Not To Use Archive Warnings,Work in Progress,English,"7,022",2,73,520,178,7103
Practice Session,orphan_account,24054313,07 May 2020,Explicit,M/M,"Choose Not To Use Archive Warnings, No Archive Warnings Apply",Complete Work,English,"1,571",1,13,517,42,24725
Waning Moon,lilysquill,24054388,30 May 2020,Not Rated,No category,Choose Not To Use Archive Warnings,Work in Progress,English,"9,362",12,1,18,1,425
Gamp's Laws of Elementary Transfiguration,A_Atrytone,24054400,07 May 2020,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,621,1,0,8,0,102
1874,siiiilydog,24054595,07 May 2020,Not Rated,M/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,839,1,0,4,1,303
The Downfall,Aneiria,24054610,18 Sep 2021,Explicit,F/M,Choose Not To Use Archive Warnings,Work in Progress,English,"19,864",5,150,1468,379,41058
Home,OfficialHermitsUnited,24054646,28 Apr 2021,Explicit,F/M,Graphic Depictions Of Violence,Work in Progress,English,"32,385",8,18,99,19,2595
关于身高,siiiilydog,24054670,07 May 2020,Not Rated,M/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,428,1,0,3,0,296
Damsel in distress,drarryxxloverxxobsession,24054925,07 May 2020,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"1,031",1,0,53,2,1065
iconoclast,AstoriaK,24054934,07 May 2020,Teen And Up Audiences,M/M,Major Character Death,Complete Work,中文-普通话 國語,"10,973",3,2,17,0,482
[斯莉]《俗丽之夜/昼颜》,hokutoxhokuto,24055024,05 Apr 2022,Mature,F/M,"Major Character Death, Rape/Non-Con, Underage",Work in Progress,中文-普通话 國語,"147,192",63,13,161,6,10735
Trusting the Bond,Kazbaby,24055171,07 May 2020,General Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,856,1,9,102,12,1102
Carry Me Out,LamiaCalls,24055177,31 May 2020,Teen And Up Audiences,F/F,No Archive Warnings Apply,Complete Work,English,"1,538",1,10,154,16,1481
Yoghurt and Punch,ClaudiaWrites,24055213,07 May 2020,Teen And Up Audiences,F/M,"Choose Not To Use Archive Warnings, No Archive Warnings Apply",Complete Work,English,"7,130",1,33,204,31,2432
Perfectly Ordinary,Firecracker (QueenJules),24055585,08 May 2022,Not Rated,No category,No Archive Warnings Apply,Work in Progress,English,"2,273",2,7,79,7,795
"No, you didn't cheat!",indivisible_soup,24055621,08 May 2020,Mature,F/M,No Archive Warnings Apply,Complete Work,English,"1,718",1,1,16,0,633
Harry Potter and the time Draco wanted to make sure he was fed,meshtams (orphan_account),24055864,07 May 2020,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"1,103",1,1,159,10,1251
Le temps est bon,RoxaneInkheart,24056008,10 May 2020,Teen And Up Audiences,"F/F, F/M, Multi",Choose Not To Use Archive Warnings,Work in Progress,Français,"10,115",2,0,2,0,38
I'm sorry that I didn't kiss you,orphan_account,24056032,07 May 2020,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,599,1,8,76,5,803
How the War Was Won,avioleta,24056179,27 May 2020,Explicit,M/M,No Archive Warnings Apply,Complete Work,English,"37,678",1,104,1135,254,13525
Behind the Facade,EmPoweredBeing,24056191,07 May 2020,Teen And Up Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"2,414",1,7,62,2,516
Road to Redemption,marinstan,24056503,18 May 2020,Explicit,M/M,Rape/Non-Con,Complete Work,English,"57,868",10,111,405,77,7785
scoop du diagon alley,displayheartcode,24056656,07 May 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,372,1,12,57,7,518
Her Brothers Best Friend,Cutdreg,24056674,02 Jun 2020,Explicit,"F/M, F/F",Underage,Work in Progress,English,"31,064",9,12,71,38,12332
Through the Dark Forest,karasunova,24056758,07 May 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,788",1,4,42,1,909
Finding Your Place,AEM86,24056839,29 Jul 2021,Explicit,M/M,Graphic Depictions Of Violence,Work in Progress,English,"53,558",18,20,63,17,2396
From the Ashes,Chanel19,24057358,28 Jun 2020,Mature,F/M,No Archive Warnings Apply,Complete Work,English,"243,089",69,351,266,27,14631
Incontri TenTENNANTi (Wavering Meetings),MissLoki_RiddleGold,24057604,18 Apr 2022,Teen And Up Audiences,Multi,No Archive Warnings Apply,Work in Progress,English,"68,423",26,261,134,27,4062
There he was,alfisha,24057706,07 May 2020,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,100,1,6,522,24,7359
I'm Here,orphan_account,24057757,07 May 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,86,1,0,15,0,305
our house on fire,vaindumbass,24057820,05 May 2021,Teen And Up Audiences,Multi,No Archive Warnings Apply,Complete Work,English,"22,434",17,544,809,111,11249
The Marauders: Post Azkaban,Caverdash,24057871,14 Dec 2020,Not Rated,F/M,Choose Not To Use Archive Warnings,Work in Progress,English,"29,683",25,0,15,3,419
Bubbles,IvyCpher,24057964,07 May 2020,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"1,344",1,4,43,2,371
Leo inter serpentes: První rok,Maitter,24058030,10 Oct 2020,Teen And Up Audiences,Gen,No Archive Warnings Apply,Work in Progress,Čeština,"13,574",4,0,4,0,281
Hermione and the Dimension Travel,MsWonderess,24058069,07 May 2020,Mature,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"1,860",1,8,129,20,2637
The Girl at the Window,Cumbersome,24058075,07 May 2020,Mature,F/F,No Archive Warnings Apply,Complete Work,English,"1,882",1,28,172,5,1345
Smoke,Emerald2402,24058210,07 May 2020,Explicit,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"20,479",13,16,120,12,3239
Koiranelämää,Beelsebutt,24058249,27 Sep 2010,General Audiences,Gen,No Archive Warnings Apply,Complete Work,Suomi,177,1,0,0,0,42
The Crimes of Hattie Potter,M_yh_m,24058309,15 Jul 2021,Mature,F/M,"Graphic Depictions Of Violence, Major Character Death",Work in Progress,English,"8,953",2,1,83,22,1946
"Definitely, Maybe",MagicGirlinAMuggleWorld,24058318,07 May 2020,Not Rated,M/M,No Archive Warnings Apply,Complete Work,English,"4,511",1,96,777,132,4121
The Long Wait,mrsfizzle,24058381,07 Jan 2021,Teen And Up Audiences,Gen,Graphic Depictions Of Violence,Complete Work,English,"38,221",25,82,41,12,955
Broomsticks and Rats,mrsfizzle,24058657,07 May 2020,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,923",1,17,21,4,142
Master of death and Avengers.,HadrianlilithPeverell,24058765,07 May 2020,Mature,Other,Choose Not To Use Archive Warnings,Complete Work,English,376,1,0,165,15,2815
Strange Witnesses,Ongaku_Ato_Kakikomi,24058912,07 May 2020,Not Rated,No category,Choose Not To Use Archive Warnings,Complete Work,English,"1,130",1,5,134,11,843
Being Different- Year 2 - Heroes and Herpetology,LunaLupin1999,24059110,16 May 2020,Not Rated,F/M,No Archive Warnings Apply,Complete Work,English,"35,340",16,4,27,0,647
Darkened Shades,TwilightsDawn,24059200,19 May 2020,Mature,F/M,"Graphic Depictions Of Violence, Major Character Death",Complete Work,English,"24,826",5,43,230,36,3805
Sand of Sorrows,VerityGrahams,24059257,07 May 2020,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,002",1,0,5,1,84
Being a mother hen,MoonTurkey,24059509,07 May 2020,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,872,1,0,17,1,411
At The Wedding,HappyCatTaxi,24059791,07 May 2020,Teen And Up Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"2,539",1,17,109,18,1483
Unconquered,SherlockMalfoy,24059983,16 May 2020,Mature,"M/M, F/M",Major Character Death,Work in Progress,English,"39,233",8,59,220,80,4771
Remedio para el estrés,Ady87,24060367,07 May 2020,Explicit,M/M,Underage,Complete Work,Español,"2,589",1,2,34,4,506
SABSINA,altsun,24060406,24 Jul 2020,Mature,F/M,"Graphic Depictions Of Violence, Rape/Non-Con",Work in Progress,Français,"5,049",2,2,8,0,103
The Marauder Era,BigBangAngel,24060487,07 May 2020,Not Rated,No category,Choose Not To Use Archive Warnings,Work in Progress,English,39,1,0,2,1,95
Cola and Butterbeer,Heartless_Zombie,24060538,10 May 2020,General Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,"3,415",3,2,22,1,159
Dinner Parties are Awkward,BrightSilverKitty (PersephoneSleeps),24060661,07 May 2020,General Audiences,F/F,No Archive Warnings Apply,Complete Work,English,"1,244",1,6,390,19,2286
The Young Transfigurationist,vexed93,24060688,05 Apr 2022,Explicit,"F/F, M/M",No Archive Warnings Apply,Work in Progress,English,"29,459",3,3,19,4,395
Sincerity,Antosha,24060757,07 May 2020,Teen And Up Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,466",1,1,3,2,179
The Sunflower,Tsume_Yuki,24060784,07 May 2020,Teen And Up Audiences,"F/M, Gen",Choose Not To Use Archive Warnings,Work in Progress,English,"2,170",1,43,784,224,6815
Count the Ways,Antosha,24060952,07 May 2020,Mature,"F/F, F/M, Multi",No Archive Warnings Apply,Complete Work,English,"8,207",1,0,28,12,833
Bitten,Mothmania,24061021,07 May 2020,General Audiences,M/M,No Archive Warnings Apply,Work in Progress,English,"1,831",1,0,11,1,136
Dinner With Irene,fandroid1,24061078,12 May 2020,General Audiences,Multi,No Archive Warnings Apply,Complete Work,English,171,1,0,10,1,54
"""I bet you can't go one week without Moony""",randomactress,24061096,07 May 2020,Not Rated,"F/M, M/M",Choose Not To Use Archive Warnings,Complete Work,English,"1,228",1,8,308,24,3057
Love's different faces,Romolus,24061156,09 May 2020,Teen And Up Audiences,M/M,Choose Not To Use Archive Warnings,Work in Progress,English,"1,040",2,0,24,0,443
ארוחת ערב עם איירין,fandroid1,24061159,12 May 2020,General Audiences,Multi,No Archive Warnings Apply,Complete Work,עברית,145,1,0,2,0,34
The Dark Lord's Drone,FemslashUniverse,24061525,07 Mar 2021,Teen And Up Audiences,F/F,Graphic Depictions Of Violence,Work in Progress,English,"67,978",19,103,127,15,2634
Breeding Ground: Hooking Up,megamatt09,24061729,08 May 2020,Explicit,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"2,554",1,0,25,13,5240
It's Easy With and Without Words,Chromaticism,24061795,25 May 2020,Mature,M/M,No Archive Warnings Apply,Work in Progress,English,"1,807",2,1,98,6,1229
Breeding Ground: Tread Lightly,megamatt09,24061834,08 May 2020,Explicit,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"2,290",1,0,7,6,2033
Tom Riddle and the Peaky Blinders,CumLordoftheGalaxy,24061852,07 May 2020,Not Rated,Gen,Choose Not To Use Archive Warnings,Work in Progress,English,811,1,12,88,14,909
From Sword and Flame,Deafingknight,24061876,21 Jun 2021,Not Rated,M/M,"Choose Not To Use Archive Warnings, Graphic Depictions Of Violence",Work in Progress,English,"1,890",5,4,22,1,283
Ikigai,Faintsmiles,24062242,24 May 2020,Explicit,"F/F, M/M","Graphic Depictions Of Violence, Major Character Death, Rape/Non-Con",Work in Progress,English,"11,610",3,3,55,13,1216
Kreacher,MerakiForest,24062518,07 May 2020,General Audiences,Gen,Major Character Death,Complete Work,English,804,1,4,33,0,379
"Consider, Enigma?",Ladibard_Wordsmith28,24062788,07 May 2020,Teen And Up Audiences,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"1,375",1,1,39,3,937
Put a Ring On It,whentheyfall,24062881,25 Nov 2021,Teen And Up Audiences,"F/M, Gen",No Archive Warnings Apply,Work in Progress,English,"30,747",7,146,879,342,21177
"Freckles, Flowers, and Ferocity",TayTay123456,24063358,07 May 2020,Teen And Up Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"20,185",4,4,51,8,1284
Thief At Sea,Winchester_with_Wings,24063415,07 May 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"2,766",1,0,135,2,1062
Nightmares,Augurey_Ray,24063478,26 May 2020,Not Rated,"M/M, Gen",Choose Not To Use Archive Warnings,Complete Work,English,"4,076",5,5,76,11,1298
Moving Swiftly,FictionPenned,24063559,07 May 2020,Teen And Up Audiences,Multi,No Archive Warnings Apply,Work in Progress,English,"1,151",2,0,10,2,118
Every Little Thing You Do Is Magic,MagicGirlinAMuggleWorld,24063562,07 May 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"2,072",1,23,141,9,1477
The Ceremony,RLandH,24063679,11 Sep 2020,General Audiences,F/M,Choose Not To Use Archive Warnings,Work in Progress,Italiano,"28,167",6,1,4,1,176
Wicked Game,xobsidienne,24063874,07 May 2020,Mature,F/F,Choose Not To Use Archive Warnings,Work in Progress,English,"4,146",1,30,115,7,1061
Changes,PatShadowPotter,24063937,21 Mar 2021,Teen And Up Audiences,Multi,Choose Not To Use Archive Warnings,Work in Progress,English,"20,007",4,10,189,43,5008
It's A Date,catewip,24064081,07 May 2020,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"1,968",1,30,413,34,3894
Things we lose (Have a way of coming back),ConfessedGeek,24064339,11 May 2020,Teen And Up Audiences,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"8,299",1,21,500,102,5381
Twin Vampires and a Dungeon Bat,UniKitty321,24064423,22 Oct 2021,Teen And Up Audiences,Multi,Choose Not To Use Archive Warnings,Work in Progress,English,"8,551",10,23,291,22,7184
Replenish,Nununununu,24064486,16 May 2020,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"3,609",1,21,157,28,987
Hall of Sighs,SyrenGrey,24064588,07 May 2020,Explicit,F/M,No Archive Warnings Apply,Complete Work,English,"1,786",1,34,698,85,13993
True Moon,Antosha,24064696,07 May 2020,Teen And Up Audiences,"F/F, F/M, Multi",No Archive Warnings Apply,Complete Work,English,"7,255",2,0,28,8,1167
Sine Qua Non,dracofiend,24064726,17 Oct 2009,Teen And Up Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"13,545",1,22,199,60,1918
Redolence,Inareskai,24064777,07 May 2020,General Audiences,"F/M, Gen",No Archive Warnings Apply,Complete Work,English,"2,515",1,5,95,11,986
You taste of sour cherry jam,Baryshnikov,24064792,30 Jun 2020,Mature,"F/M, M/M, Multi",Choose Not To Use Archive Warnings,Work in Progress,English,"14,848",3,19,132,30,3257
A Universe of Searching Souls,puzikowatsona,24064942,08 May 2020,Explicit,M/M,No Archive Warnings Apply,Complete Work,Русский,"7,531",1,3,117,3,978
He had it coming,mrs_toadington,24065026,08 May 2020,Not Rated,M/M,Rape/Non-Con,Complete Work,English,"2,713",1,0,58,3,1539
Fractured Paths,dtill359,24065266,18 Feb 2021,General Audiences,F/M,Graphic Depictions Of Violence,Complete Work,English,"80,934",37,147,211,22,7346
"Here, There, and Everywhere",Sweasley,24065314,08 May 2020,Teen And Up Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"229,688",40,65,57,5,2170
Mouth to Mouth,orpheous87,24065512,08 May 2020,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"1,608",1,5,257,17,2589
Journey to the US,TheMonaLisa,24065698,08 May 2020,Teen And Up Audiences,F/M,Choose Not To Use Archive Warnings,Work in Progress,English,"1,838",1,2,3,0,66
Now You Have.,Dailydose19,24066043,08 May 2020,Not Rated,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"1,657",1,0,158,12,1848
Eggs on Toast,Anonymous,24066139,11 May 2020,Explicit,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"3,217",1,2,42,4,994
The forces between us,ravenpuff1956,24066166,16 May 2020,Mature,F/M,No Archive Warnings Apply,Complete Work,English,"2,501",3,24,54,4,771
"Here, There, and Everywhere ex. Chapters",Sweasley,24066277,08 May 2020,Mature,F/M,No Archive Warnings Apply,Complete Work,English,"18,935",2,5,36,6,1802
The Story of Their Life,karasunova,24066295,09 May 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"2,000",1,12,185,18,1981
How to Tell Him,jmfantasy,24066739,08 May 2020,Teen And Up Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,096",1,0,6,0,262
shatter,bel_imperious,24066835,08 May 2020,Mature,M/M,No Archive Warnings Apply,Complete Work,English,"1,026",1,7,64,6,614
Best Laid Plans,PalenDrome (nerdherderette),24066841,05 Jun 2020,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"18,900",1,85,1765,351,21145
All you need is Love,MoninSunShine,24066862,10 May 2020,Explicit,"M/M, Multi, Other",Choose Not To Use Archive Warnings,Work in Progress,Português brasileiro,"1,449",2,2,17,5,2151
Harry Potter and the Sentinel Phenomenon [Podfic],Sandstripe,24066967,08 May 2020,Mature,M/M,No Archive Warnings Apply,Complete Work,English,17,1,23,66,16,2597
Harry Potter and the Guide of Hogwarts [Podfic],Sandstripe,24067048,08 May 2020,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,17,1,12,50,5,1102
Mending,LuminEight,24067069,08 May 2020,Teen And Up Audiences,"F/M, M/M, Multi",No Archive Warnings Apply,Work in Progress,English,860,1,2,49,2,575
Untitled Multiplied,OlianderWilde,24067114,06 Jun 2020,Mature,M/M,No Archive Warnings Apply,Complete Work,English,"3,670",10,22,59,2,1346
Running from death,petals_sunwards,24067147,08 May 2020,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,874,1,0,10,0,103
Repose,dollsome,24067405,22 Jul 2007,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,145,1,2,19,1,100
【翻译】Hand Size,Boreas0606,24067552,08 May 2020,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,中文-普通话 國語,"1,902",1,1,61,3,3487
Magenta Robes and Wooden Boxes,TayTay123456,24067843,08 May 2020,Not Rated,Other,Major Character Death,Complete Work,English,"1,192",1,0,10,2,69
